Destination	Place	Rating	Description
Lucknow	Disney Water Wonder Park	3.2	Situated on the Kanpur-Lucknow Road, Disney Water Wonder Park is a water cum amusement park. Spread over 20 acres of land, the property is solely dedicated to fun, food and adventure. Offering myriad entertainment and recreational activities, it is one of the most loved parks in the city.
Digha	Marine Station/Aquarium of Zoological Survey of India	3.5	MARC - Marine aquarium cum regional centre - is a major tourist attraction for all Digha visitors. It has the largest inbuilt aquarium in India. The aquarium has three kinds of creatures: species of conservative importance, 'local and curious' species and freshwater species.
Digha	New Digha Beach	3.6	This one is a man-made beach, created 2 km away from the old one. It is better planned and more easily accessible from nearby hotels. The new beach is bigger, less crowded and better maintained compared to the Old Digha beach.
Digha	Udaipur Beach	3.5	If you're looking for a more laidback and tranquil beach atmosphere, Udaipur beach is the right place to visit. The beach has lonely, deserted stretches of seashore where you can just walk along, take a dip in the water or just rent a bike to roam around.
Digha	Shankarpur Beach	3.6	15 km from Digha, Shankarpur is a virgin beach with a lovely view of the beach surrounded by local fish boats and rows of tress giving visitors the perfect Kodak moment. Near the beach, there are also a few temples in Shankarpur.
Digha	Talsari Beach	3.2	Lined with coconut and palm trees all along, Talasari beach is famous among sea food lovers for the delicacies it offers. The place has an amazing view with all the stretches of greens peeking through the mountains and the rivers.
Digha	Amarabati Park	3.7	With neatly paved walkways, a multitude of seating areas, verdant surroundings, a gorgeous ropeway ride and boating facilities to enjoy its own mini-lake, the Amarabati park provides wholesome family fun for children and adults looking for a relaxed manner of killing some time during their vacation in the beautiful Digha.
Digha	Temple at Chandaneswar	3.2	Situated at a distance of 6-8 km from Digha, Chandaneswar Shiv temple has mythology and folklore depicting its creation and history. The temple plays host to a huge annual fair on the first day of Oriya calendar and sees an influx of a large number of tourists every year.
Digha	Old Digha Beach	3.2	Old Digha Beach is one of the less popular beaches in Digha and experiences relatively less tourism. Although there are no shacks or eating joints on the beach, there are however, stone seats made for people to sit and relax. There are stone crumbles and boulders formed due to erosion, that dominate the area. However, it is still considered an ideal place to watch the sunsets and sunrises.
Digha	Chandpur Beach	3.2	Flanked on the coast of the Bay of Bengal, Chandpur Beach is one of the less popular and less crowded beaches near Kolkata. Boasting of a beautiful sea side view and clear emerald water, the beach is considered ideal to relax and unwind. The beach, however, is different than the other beaches in the region. Its banks are slightly eroded and there is recession caused by the sea water.
Dharamshala	Dharamshala Cricket Stadium	4.3	Nestled in the lap of the majestic Himalayan mountain range lies the quaint Dharamshala Cricket Stadium, also known as the Himachal Pradesh Cricket Association (HPCA) Stadium. Located at a height of 1,457 masl amidst the Dhauladhar mountain range in Kangra valley, it is one of the highest sports grounds in the world. Operated under the auspices of HPCA, the Cricket Stadium often serves as the practice ground for the Indian Cricket Team, Himachal Pradesh state-level cricket team, as well as Indian Premier League (IPL) team Kings XI Punjab.
Dharamshala	Library of Tibetan Works and Archives	4.3	With artifacts and manuscripts that date back to the 12th century, the Library of Tibetan Works and Archives is one the pioneering institutions in the study and research of Buddhism. With as many as 80,000 manuscripts, 600 Buddhist artifacts including beautifully crafted silk applique thangkas and a three dimensional, wood carved mandala of the Avalokiteshwara, one of the most revered and compassionate Bodhisattva in Buddhism. With an air of peace and serenity descending upon people who visit the museum, it is indeed a calming experience to visitors of this offbeat museum in India.
Dharamshala	St. John in the Wilderness Church	3.6	This neo-gothic church was built in 1852 and is one of the most important churches in Himachal Pradesh. Located near Dharamshala and on the way to Mcleodganj , this church was built in dedication to John the Baptist.
Dharamshala	Dharamshala International Film Festival 2020	3.6	One of the leading independent film festivals of the county is the Dharamshala Film Festival, held every year in November. The festival is for filmmakers, volunteers and travellers from far and wide. Showcasing the best of Indian and international cinema, the DIFF provides a platform for hitherto unknown artists to take centre stage.
Dharamshala	War Memorial	3.5	The War Memorial in the forests of Dharamshala was created to commemorate the memory of those who fought to save our motherland. During the Indo-China War of 1947-48, 1962, 1965, and 1971, and UN Peace Operations, many brave soldiers of Kangra lost their lives as war heroes. Three huge panels of black stone, each 24 feet in height, preserve their memory in stone.
Dharamshala	Gyuto Monastery	3.2	Popularly known for the study of Tantric Meditation and Philosophy, the Gyuto Monastery is one of the beautiful and popular monasteries located in Dharamshala. It was founded in India in 1959 and was established for preserving and promoting the tradition of Black Magic, popularly known as Tantric Teachings, of the great teacher Ksongkhapa. The glorious monastery has helped in depicting how, unlike popular belief, black magic can be used for the well-being of the people.
Dharamshala	Dal Lake	3.2	Dal lake is located 11 km away from lower Dharamsala and lies in between hills and deodar trees. This is a starting point for treks and excursion around the lake, making for a memorable experience.
Dharamshala	Tea Garden	3.2	The smallest tea region of India, Dharamshala has beautifully lined and organized tea gardens across the Kangra Valley. It is known for its good quality tea and is available for purchase in many shops across Dharamshala and Mcleodganj.
Dharamshala	Triund	3.2	Triund is a 9-km trek away from Mcleodganj. It is situated at a great height and provides a mesmerizing view of the Moon Peak-Indera Pass. This is an ideal spot for picnics and the clean and pristine environment will surely rejuvenate your senses.
Dharamshala	Jwala Devi Temple	3.2	Located in the Kangra district of Himachal Pradesh, Jwala Devi Temple is dedicated to Jwala Ji - a Hindu Goddess depicted by a set of eternal flames. One of the 52 Shakti Peethas in India, it is believed that the tongue of Goddess Sati fell where the Jwala Devi Temple is now situated. A novel temple which does not have an idol, the five aartis conducted at Jwala Devi Temple are the main attraction.
Dharamshala	Tsuglagkhang, Mcleodganj	3.2	This is the place where the Dalai Lama resides. This complex has a monastery, various stupas and temples, bookstore and a cafe'''' which will attract devotees from all over the world and serve tourists as well.
Dharamshala	Bhagsu falls	3.2	The Bhagsu Falls are situated 2 km away from McLeodganj. Set amidst lush greenery and nature in its most pristine form, these falls are majestic and grand and should not be missed by all tourists travelling here.
Dharamshala	Trekking in Dharamsala	3.2	There are different ventures or institutes which organizes treks here, you will be accompanied with well experienced guides and trekking experts.
Dharamshala	Namgyal Monastery, Mcleodganj	3.2	Overlooking the mountain ranges of Dhauladhar, the Namgyal Monastery is situated within the Tsuglagkhang complex. This complex also is the proud home to the residence of Dalai Lama, among various other shrines, temples, bookstores, souvenir shops etc.
Dharamshala	Bhagsu nath temple	3.2	This temple is located at a height of 1770 m above sea level. Surrounded by beautiful pools and lush greenery, this temple attracts a lot of devotees and tourists throughout the year.
Dharamshala	Tibet museum, Mcleodganj	3.2	This museum is located inside the Tsuglagkhang complex and has a collection of brilliant forms of Tibetan Art, which include history documents, pottery, handicrafts, paintings etc.
Dharamshala	Dalai Lama Temple	3.2	Replete with Tibetan culture, Dalai Lama Temple Complex also known as Tsuglakhang Temple is a politico- religious centre in Dharamsala. Ideal for peaceful meditation and religious rumination, the temple is full of lamas at all points of the day chanting on prayer wheels or beads.
Dharamshala	Kangra art museum	3.2	The Kangra Museum is dedicated to the brilliant marvels of Tibetan and Buddhist artwork and their rich history. Its is situated near the bus station of Dharamshala.
Dharamshala	Masroor Rock Cut Temple	3.2	Situated 32 kms from Kangra in Dharamsala on the Nagrota- Surian Link Road, Masroor Rock Cut Temple is an archaeological site which is currently in ruins. The complex is a combination of 15 rock cut temples designed in the Indo- Aryan style of architecture, believed to have been built in the 8th century (as per relics).
Dharamshala	Aghanjar Mahadev Temple	3.2	Located 5 kms away from the town of Dharamsala in Khaniyara, at the foothills of Dhauladhar, Aghanjar Mahadev Temple is dedicated to Lord Shiva. Believed to have been built around 500 years ago, the temple is nestled amidst bounteous forests and emerald mountain peaks.
Dharamshala	Camping in Dharamshala	3.2	A trip to the mountains is incomplete without experience the joy of camping under the stars. And Dharamshala is one of the most popular destinations when it comes to adventure activities especially camping. Tucked up amidst the scintillating Dhauladhar mountain ranges, the place provides a camping like no place else. You can pitch your tent under the clear night skies and watch the splattered twinkling stars. There are several camping sites are organized by firms which also provide fooding, lodging, bonfires, games and other outdoor activities.
Dharamshala	Kalachakra Temple	3.2	Located inside the Thekchen Chöling temple complex in Mcleodganj near Dharamsala, Kalachakra Temple is a popular Tibetan temple which was built in 1992. Kalachakra Temple is situated on the west side of the Tsuglagkhang Temple, the shrine is known for housing the stunning murals of Kalachakra (Wheel of Time) which are linked to the Avalokitesvara, of whom Dalai Lama is a manifestation. Used as a centre of public teaching by Dalai Lama himself, the stunning temple is an architectural marvel and boasts of Tibet’s rich ethnicity and artistic prowess.
Kovalam	Vellayani Lake, Kovalam	3.7	One of the most popular freshwater lakes, Velliyani Lake, is located 7km away from Kovalam in Trivandrum, Kerala. Velliyani lake is also known as 'Velliyani Kayal' in the regional language Malayalam. Spread over 7.5 acres, the lake is a significant water source for irrigation and drinking purposes.
Kovalam	Water Sports in Kovalam	4.0	Kovalam has a beautiful beach surrounded by rows of green palm groves. It is one of the most picturesque beaches of India with a wide variety of water sports activities.  The beach can be divided into three parts. Lighthouse beach, which lies to the South, the northernmost part is known as Samudra and Hawah which is located in the centre.
Kovalam	Lighthouse Beach	3.8	Mainly known for its 35 m high lighthouse atop Kurumkal hillock, this beach offers are sandy walk and lip smacking sea food to its visitors.
Kovalam	Hawah Beach	3.3	Hawah is a stretch of isolated beach famous for its enchanting sunset views. Renowned as the second largest beach, it is also known as Eve's Beach for it being the first topless beach in India. However, topless bathing is banned now.
Kovalam	Halcyon Castle	3.3	Primly sitting atop a rock on the beach, Haylcon Castle was built by Her Highness, The Queen of Travancore Maharani Sethu Lakshmi Bai as a private residence.
Kovalam	Samudra Beach	3.3	A large promontory separates this Northern beach from the southern side. Samudra Beach is where you can enjoy the sight of shoreline fishing and watch local fishermen ply their trade. There is also a mosque on this beach.
Kovalam	Karamana River	3.6	Originating from the southern part of the western ghats, the Karaman River is a prominent tourist attraction in Trivandrum. The river flows through a small suburb called Karamana. It attracts many tourists with various indulging activities.
Kovalam	Kovalam Surf Club (Surfing in Kovalam)	3.7	Surfing in India is not the way it seems. The beautiful beaches spreading across the 7500 km of coastline in India provides exciting surf spots for surfing enthusiasts.
Kovalam	Veli Tourist Village	3.6	The Veli Tourist Village is a famous picnic spot in the mouth of the River Veli. Situated 12 km from Thiruvananthapuram, the site offers various indulging activities. The most prominent ones are the pedal/speedboat that explored the lagoon, the children's park, horse rides and swimming pool.
Kovalam	Vizhinjam Rock Cut Cave Temple	3.5	Vizhinjam is a seaside hamlet very close to the scenic Kovalam Beach. It is situated 17 km from Trivandrum.Vizhinjam Caves have rock cut sculptures from the 8th century that houses one-celled shrine of Vinandhara Dakshinamurthi with an unfinished statue of Shiva and Parvathi on either side.
Kovalam	Valiyathura Pier	3.4	Valiyathura Pier became one of the most famous spots of south Kerala in 1950. Earlier it was extensively used for transport of cargo and currently its mostly used by fishermen to launch catamarans during rough weather.
Kovalam	Kovalam Art Gallery	3.5	Kovalam Art Gallery is home to many intricate paintings, artefacts and one of the favourite tourist spots in Kovalam. It is at a proximate distance from Hawah Beach, Trivandrum. It is a feast for the eyes of artist and art lover alike who wish to place their eyes on traditional Indian art.
Kovalam	Aruvikkara Dam	3.4	Located 16 km north of Trivandrum, Aruvikkara Dam is situated on the banks of the river Karamana. It is a favorite getaway for visitors who wish to feed the fishes that pop up on the shore or take a casual stroll around the picnic spots near the dam.
Kovalam	Artificial Off Shore Coral Reef	3.3	Honoured as India's first offshore coral reef, Artificial offshore coral reef in Kovalam has gained popularity. This major project aimed to protect and enhance the environment by the government of Kerala in association with the Department of harbour engineering.
Kovalam	Thiruvallam Parasurama Temple	3.3	Thiruvallam Parasurama Temple is situated on the banks of Karamana River. It is known to be the only temple in Kerala dedicated to Lord Parasurama. According to the folklore the 2000-year-old temple is believed to have visited by Parasurama, the sixth incarnation of Lord Vishnu.
Kovalam	Vizhinjam Marine Aquarium	3.2	Located near Theatre Junction in Kovalam, Vizhinjam Marine Aquarium is situated in one of the busiest fishing harbours. Officially known as Sagarika marine research aquarium, the place houses a large variety of rare aquatic species like squirrelfish, clownfish, moon wrasse and a school of invertebrates and ornamental fishes.
Kovalam	Pozhikkara Beach	3.2	Pozhikkara is a beautiful beach in Kovalam at the inter-junction of the backwaters meeting the sea. Lined with tall towering trees and healthy vegetation, the beach is one of the most green beaches of the city. Perfect for swimming and sunbathing, the beach also has myriad other options to make your trip fun. You can also try the delicious mouth watering local food from the stalls and shacks on the shores.
Kovalam	Chowara Beach	3.2	Situated in the southern part of Kovalam, Chowara Beach is popular for its fishing spots. Besides the regular fishermen at work with their huge Chinese fishing nets and big boats, you will also find several picnickers gathered here with their basket of food. The highlight of the beach is a Chowara Ayyappa Temple which gives a hilltop picturesque view of the shores and adjoining villages.
Kovalam	Ashoka Beach	3.2	A beautiful extension of the Samudra Beach, Ashoka Beach is a quiet, deserted stretch of land in Kovalam, Kerala. Mostly frequented by romantic couples owing the serenity and solitude of the place, the beach also has several ayurvedic spa centres to help you destress, refresh and rejuvenate from the monotony of life.
Kovalam	Vizhinjam Beach	3.2	Vizhinjam Beach is one of the most popular beaches in Kovalam which houses a lighthouse and an impressive marine aquarium. The beach is also known to be one of the largest ports in India.
Kovalam	Kovalam Houseboat	3.2	Staying in a houseboat is one of the unique experiences and one of the most exotic things things to do in Kovalam. In addition to relishing amazing Malabari cuisines, you can also enjoy stunning locales, rich green paddy fields and emerald plantations. You can avail the opportunity at the Ashtamudi Lake or the Karamana River.
Kovalam	Catamaran Ride	3.2	One of the most unique things to do in Kovalam is riding on a catamaran. Floating on top of the serene blue waters and letting the wind rush at your face is definitely going to be one of the most memorable experiences of your life. You can try out the activity at the Vellayani Lake or the Hawah Beach. The boats are mostly traditional and are rowed with the help of paddles.
Kovalam	Ayurvedic Massages & Spa	3.2	When in Kovalam, you absolutely have to indulge in treating yourself with the world-known Ayurvedic massages and spas. This is one of the topmost things to do in Kovalam. With a variety of techniques and herbal oils, the massages leave you completely relaxed and wanting for some more. Some hotels have this in-house facility while there are other places as well where you can avail it.
Kovalam	German Bakery	3.2	German Bakery is one of the most popular bakeries in Kovalam and it serves mouth watering German cuisine. Besides the English ambiance and delicious food, you can also enjoy the beachy views as the restaurant is located on the Lighthouse Beach. You can also relish sumptuous Ayurvedic meals in the cafe.
Madikeri	Abbey Falls	3.5	What runs through the heart of this area, River Cauvery, also creates Abbey Falls when it cascades 70 feet down the rocks. A perfect picnic spot, this is one of the main attractions in Madikeri. These falls are amidst the coffee and cardamom plantations in the Western ghats.
Madikeri	Talacauvery	3.1	The place of origin of the Cauvery river from the Brahmagiri Hills, Talacauvery is extremely sacred and hence attracts many tourists and devotees.
Madikeri	Namdroling Monastery	3.5	Namdroling is home to the spectacular Golden Temple which is presided by an 18m tall gold plated statue of Buddha. Visitors can enjoy some serene environment here and practice meditation in the monastery.
Madikeri	Raja's Seat	3.1	The relaxing venue for the Kings of Kodagu, the view from Raja's Seat is unparalleled. The breathtaking view of sun setting into the undulated mountains is mesmerizing. The garden here is adorned with multitude of flowers.
Madikeri	Trekking in Madikeri	3.5	Madikeri is an equally enjoyable destination for all those whose feet itch for trekking through its landscapes, high peaks and lush greenery interspersed by streams and threads of River Cauvery. A lot of trails here, experience relatively less footfall, leaving them untouched and pristine.
Madikeri	Gaddige Raja's Tomb	3.1	Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty. These tombs date back to 1820.
Madikeri	Madikeri Fort	3.5	The Madikeri Fort is a popular attraction in Coorg. It offers tourists with insights on the history of Coorg and all that the town witnessed. The elevated structures of the fort also provide panoramic views of the town.
Madikeri	Coffee Plantations	3.5	Madikeri is known for its resplendent coffee plantations and green meadows sprawling over acres of land. The area is popular for its premium class coffee beans. One of the best activities to do in Madikeri is to take a walk through these gorgeous coffee plantations. The estates offer individual tours where you can closely watch the picking or sowing or harvesting of the beans depending on the season when you are visiting. You can also taste the coffee and take it back home with you.
Madikeri	Omkareshwara Temple	3.4	Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. A water tank in this temple houses many fresh water fish and adds to the beauty of this temple.
Madikeri	Chingara Falls	4.0	A singular attraction tucked between coffee estates and tropical forests, Chingara Falls is a delight for nature lovers and trekkers.
Madikeri	Chelavara Falls	4.1	"Chelavara Falls is one of the most enchanting falls in Coorg, Karnataka. These vigorous falls gush down from a height of 150 feet on a rock shaped like a tortoise. Therefore, this fall is also known as Embepare in the local dialect which translates to ""tortoise rock"". This massive natural marvel originates from a small stream, a tributary of Kaveri near Cheyyandane village in Karnataka. Nestled amongst the serene greenery of coffee plantations, the Chelavara falls are quite the sight. The best experience can be had during the monsoons or just after when the water level is at its peak and the surrounding forests at their luscious best."
Madikeri	Cauvery Nisargadhama	3.1	One of the most enjoyable picnic spots in the area, this one comes with a deer park, peacock park, rabbit park and the river running through the island's heart. One can also enjoy boating and a dip into the river here. This is a must-visit area in Madikeri, especially if you are with kids.
Madikeri	Chettali	3.1	Located on the Madikeri-Siddapur Road, Chettali is a small village blessed with lush greenery and misty hills surrounding it. The Cherala bhagavathy temple here also attracts tourists and devotees.
Madikeri	Galibeedu Trek	3.1	Located at a distance of 12 kms from the town of Madikeri in the Coorg district of Karnataka, Galibeedu is a small trekking destination hidden away from the world. The 14 kms long trek is as thrilling as it can get with tiny streams flowing through it in picturesque surroundings; and offers a diverse trail to scale, ideal for both the novices and professionals.
Madikeri	Bhagamandala	3.1	Bhagmandala temple is situated where the Cauvery river is meets the two tributaries Kanake and Sujyoti. Built in Kerala style architecture, it is dedicated to multiple deities.
Madikeri	Dubare Elephant Training Camp	3.1	This training camp carries out training of wild elephants by the forest department along with the help of the local tribal communities. Elephant rides can be enjoyed by the visitors along with opportunities to scrub and feed the elephants.
Madikeri	Mandalpatti	3.1	Overlooking the grassy knolls of Pushpagiri forests in the Western Ghats, Mandalpatti is a spectacular and unique vantage point in Madikeri, Karnataka. Huddled at an altitude of 1800 m,  the spot is especially famous for the view it offers at sunrise and sunset.
Madikeri	City Shopping	3.0	While in the area, get your hands on locally grown coffee and spices to take back home.
Matheran	Louisa point	3.7	Louisa Point is one of the most famous viewpoints in Matheran. It offers two different views from the top. Visit Louisa Point is on a clear day to enjoy the spectacular view of the city and the remains of Prabal and Vishalgad fort.
Matheran	Charlotte lake	3.5	Also known as the Sharlott lake, Charlotte Lake is an ideal quick retreat for those who seek silence and a perfect spot for the campers and picnickers. Birdwatching is a popular activity here.
Matheran	Monkey Point Matheran	4.3	Different species of monkeys and langurs ca be spotted at Matheran Monkey Point. You can also experience the phenomenon of echoing here if you shout out into the mountains while facing the Hart Cliff.
Matheran	Shivaji's Ladder	3.2	Downhill from One tree hill viewpoint in Matheran, Shivaji's Ladder is a pathway with the steps in the shape of a ladder. Surrounded by lush green woods, it is one of the most popular trekking points in Matheran.
Matheran	Panorama Point	4.3	Panorama Point is a scenic point in Matheran that offers 360-degree panoramic views of the Western Ghats and the verdant plains dotted with villages far below. An ideal picnic spot, it is a magnet for photo fanatic and adventure seekers.
Matheran	One tree hill point	3.8	One Tree Hill point in Matheran is one of the most scenic viewpoints in Maharashtra. It affords a panoramic and unobstructed view of the deep valleys and stretching forests that surround the hill station of Matheran. It is also famous for trekking.
Matheran	Echo Point Matheran	4.3	Echo Point is a popular viewpoint in Matheran famous for the reverberations and echoes it generates. The hilltop also gives a bird's eye view of the entire region. Echo Point is also known for adventure activities like rope climbing and zip lining
Matheran	Neral Matheran Toy Train	4.3	Neral Matheran Toy Train is a heritage railway that connects Neral to Matheran via a 21-kilometre railway line. It serves as an interesting mode of transport to explore the Western Ghats of India.
Matheran	Ambarnath Temple	4.3	Ambarnath Temple is a historic Hindu temple dedicated to Lord Shiva. Located at Ambarnath near Mumbai, it was built in 1060. The temple complex has a stark resemblance to the Dilwara Temples located in Mount Abu. The stunning architecture of the temple complex is a treat to the eyes.
Matheran	Porcupine point	3.5	Also known as the sunset point, Porcupine Point is a famous viewpoint in Matheran. It is famous for the mind-stirring view of Matheran during the sunset and an unparalleled view of the Prabalgad Fort situated nearby.
Matheran	Alexander Point	3.8	Alexander Point is one of the most scenic viewpoints in Matheran. It is famous for enchanting panoramic views of Palasdari Lake, Rambaug Point, Garbut Point and Chowk Point.
Matheran	Hart Point	3.2	The Hart Point is one of the popular viewpoints in Matheran. It affords a stunning panoramic view of the surrounding lush valleys and the Western Ghats. It is ideal for a picnic and for watching the sunrise and sunset.
Matheran	Little Chowk Point	3.2	Little Chowk Point is one of the most loved spots of Matheran. It is named so because the view of Matheran Chowk from this point is absolutely breathtaking on a clear day. The large statue of Lord Ganesh is another attraction.
Matheran	Honeymoon Point	3.2	The Honeymoon Point is a viewpoint in Matheran which is famous the Grand Canyon of India. The stunning view of the mountains and the nearby Prabalgad Frt from this point is simply breathtaking.
Matheran	Shopping in Matheran	3.0	While here, one can shop for leather items, Kolhapuri footwear, Chikki, honey and simple handicraft items here. One can head to the Mall road for their shopping spree.
Matheran	Rambagh Point	3.2	Rambagh Point is one of the most famous picnic spots of Matheran. It provides a spectacular view of Karjat and Khandala, and the surrounding valleys.
Matheran	Prabal Fort	3.2	Prabalgad Fort, also known as Kalavantin Durg is situated between Matheran and Panvel in Maharashtra. A trek to this place is perfect for those who enjoy adventure. This trek which commences from the base village of Shedung takes about 3 hours.
Matheran	Belvedere Point	3.2	A paradise for nature lovers, adventure seekers and photographers, Belvedere Point is a famous view point to get a fabulous view of the beautiful valley of Matheran. The site receives high velocity wind which even reverses the flow of the waterfall flowing downhill.
Matheran	King George Point	3.2	King George Point is a view point in Matheran to see the rolling hills covered in lush green natural vegetation, the valleys, the enchanting waterfalls and the mesmerising Charlotte Lake. It is a perfect attraction to escape the polluted city air and replenish the body, mind and soul.
Matheran	Lord Point	3.2	One of the many view points in Matheran, Lord Point offers a different angle to view the beautiful natural surroundings. The beautiful valleys, the charming waterfalls, the sounds of the birds chirping their hearts away in the unpolluted air is sure to mesmerise everyone and serve as a perfect attraction for nature lovers.
Matheran	Khandala Point	3.2	Khandala Point is one of the most preferred points in Matheran to get a good view of the scenic beauty of the location. Due to its proximity to the main road and the market, it often gets many visitors. This is a perfect point to view the beautiful valley when on a time crunch.
Matheran	Mount Barry	3.2	Mount Barry has the highest altitude in Matheran and offers a spectacular birdês eye view of the Western Ghats, the waterfalls and the toy train traversing through the rugged natural landscape. It is one of the few points that are not mostly crowded and provide for a tranquil escape for the tired soul.
Matheran	Malang Point	3.2	Malang Point is another well known point in Matheran that offers a beautiful view of the scenic mountain ranges and several enchanting waterfalls amidst dense forests. The point is also connected by several trekking trails and is frequented often by trekkers navigating through the forests.
Matheran	Paymaster Park	3.2	Paymaster Park is a recreational park and a famous picnic spot in Matheran. The beautifully landscaped gardens, the colourful and fragrant flower beds and the gazebo in the middle of the mesmerizing park are a treat to the nature lovers.
Matheran	Irshalgad Fort	3.2	Built at an elevation of 3700 feet above sea level, Irshalgad Fort is the sister fort of Prabalgad Fort. It is surrounded by dense forestation and has several thrilling trekking trails. The Irshalgad pinnacle also serves as a perfect spot for mountaineering.
Matheran	Pisharnath Mahadev Mandir	3.2	Pisharnath Mahadev Mandir is dedicated to Lord Shiva and is the oldest temple in  The Shivalinga is self manifested and has a unique tilted L-shape. The temple is located on the banks of the scenic Charlotte lake and is not as crowded as other commercial temples.
Matheran	Vikatgad Peb Fort	3.2	Named after Goddess Pebi Devi, Vikatgad Peb Fort is an ancient fort on the Matheran Hill range. The fort is surrounded by the scenic natural landscape of the Western Ghats and is a preferred trekking destination and a weekend picnic spot.
Matheran	Dhodani Waterfalls	3.2	Dhodani Waterfalls is one of the most picturesque waterfalls situated in Matheran. A popular picnic spot among both the locals and the tourists, the waterfalls also has the option for several water sports, the most popular of which is waterfall rappelling.
Matheran	Rock Climbing in Matheran	3.2	Replete with innumerous vantage points and mighty mountain peaks, Rock Climbing is one of the top activities and things to do in Matheran. You can avail the opportunity near Louisa Point, Alexander Point, Prabal Fort and Shivaji Ladder among others.
Ranthambore	Jeep Safari Ranthambore	3.2	Jeep Safari is the best way to explore the various zones of the Ranthambore National Park. Wildlife photographers and bird watchers often opt for these safaris to capture thrilling moments in the National Park. Jeep safaris need to be booked well in advance to ensure availability.
Ranthambore	Ranthambore Tiger Reserve	3.2	Spread in an area of 392 sq. Km, the Ranthambore Tiger Reserve is one of the largest and famed tiger reserves in the country, famous for the magnificent Bengal Tiger found there. The Ranthambore Tiger Reserve derives its name from the Ranthambore Fort located in the region. Situated in the Sawai Madhopur district of Rajasthan, it forms a part of Project Tiger reserves, by the Government of India, set up in 1955. Ancient religious ruins found within the forest, surrounded by the rich biodiversity and aesthetically crumbling cenotaphs make Ranthambore Tiger Reserve a favourite spot for photographers, wildlife enthusiasts and travellers.
Ranthambore	Ranthambhore Fort	3.6	Ranthambore Fort lies in the reserve itself though you need not buy a ticket to get into the reserve to see the fort. The fort is situated higher up and the view from it is quite amazing.
Ranthambore	Padam Lake	3.6	Padam Lake is the largest lake in the Ranthambore National Park. The water body is visited by most of the animals in the mornings. This is one of the few places where Chinkaras can be spotted. Most animals hunt around this lake which makes it the best location for wildlife photography. The Padam Lake is filled with Lotus bloom during monsoons, hence it was named Padam Talao.
Ranthambore	Trinetra Ganesh Temple	3.6	One of the most famous temples of Lord Ganesha is located atop the fort. The local post office receives and delivers thousands of invitation cards to the Lord Ganesha temple as people symbolically send the first invitation card for major functions like weddings, house warming, etc. to Lord Ganesh.
Ranthambore	Kacheeda Valley	3.2	Kachida Valley is also inside the reserve. Panther population of the reserve resides here. You will have to reach this valley via the jeep safari. Panthers don't usually leave this area in order to avoid conflict with the tigers. Bears are also found here.
Ranthambore	Surwal Lake	3.2	A beautiful natural water body, Surwal Lake is a treat to the tired eyes. It is located inside the Ranthambore National Park and the mesmeric surroundings make the attraction worth a visit. The region is also famous for bird watching and one can observe a number of migratory birds during the winter season.
Ranthambore	Jogi Mahal	3.2	Located within a 500 metres distance from the famous Ranthambore Fort in Rajasthan, Jogi Mahal is the iconic hunting lodge built by the royalties of Jaipur for their entertainment and recreation. It stands by the beautiful lake, called Padam Talao, inside the Ranthambore National Park, which gets its name from the blooming lotuses in the water. The lake happens to be a favourite watering hole of the animals of Ranthambore like tigers, leopards, deer, monkeys and more.
Ranthambore	Raj Bagh Ruins	3.2	Raj Bagh Ruins is an enchanting monument inside the Ranthambore National Park. It is situated on the banks of Raj Bagh Lake and is a preferred shelter for the wildlife, especially the tigers. The rustic structure amidst the beautiful dense forests and serene lakes is worth exploring. It is also an apt location for photography.
Ranthambore	Lakarda and Anantpura	3.2	Lakarda and Anant Pura are the regions with dense forests and ample honeycombs. They are most visited to spot sloth bears. Pugmarks of the Indian Hyenas are also found here at times but the animal is rarely spotted because their population is less in the park.
Ranthambore	Malik Talao	3.2	The smallest of the three lakes in the National Park, Malik Talao is a serene natural water body where most of the wildlife activities can be seen. The majestic Indian Marsh Crocodile can be spotted here often along with other bird and animal species.
Ranthambore	Wildlife Safari Ranthambore	3.2	Wildlife Safari at Ranthambore is a famous activity amongst nature and wildlife lovers where one can see various species in their natural habitat. The Ranthambore National Park has separate safaris to explore the park in separate zones. One of the favourite is the one to see the majestic tiger in its natural habitat.
Ranthambore	Bird Watching in Ranthambore	3.2	With a suitable habitat for various bird species, bird watching is a favourite activity in Ranthambore. Enthusiasts have observed over 300 species of birds including migratory birds. One can opt for a thrilling Jeep Safari to explore various parts of the National Park for bird watching, some most preferred locations being the Malik Talao, Padam Talao, Rajbagh Talao and the Ranthambore Fort.
Ranthambore	Akaula Region	3.2	Akaula Region is the most densely forested region in the wildlife reserve. It has a number of pools and waterholes which keep the temperature low at all times making it a perfect habitat for several species that thrives in a cool environment.
Ranthambore	Ranthambore School of Art	3.2	A visit to the Ranthambore School of Art is a must for art lovers. It is a school of arts where the students always strive to conserve and promote their culture. Most of the artwork found here are marvellous paintings of the majestic Tiger created using different techniques of painting.
